Key,Type,Desc,English,French,German,Spanish,Japanese,Korean,Chinese (Simplified),Russian,Traditional Chinese,Turkish,Italian,Portuguese (Brazil)
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COSTUMEDISPLAYSTANDELASTICWAISTBAND,Text,,Costume Display Stand - Elastic Waistband,Socle de présentoir à costume - L'Homme Caoutchouc,"Kostümschaukasten, Sockel – Elastischer Hosenbund",Soporte del expositor de trajes: La Banda Elástica,衣装ディスプレイ（エラスティック・ウエストバンド） - スタンド ,코스튬 진열장 스탠드 - 고무밴드맨,服装展示座——超强弹力橡皮人,Стенд с костюмами: Резиновый Пояс,服裝展示架 - 超級彈力橡皮人 ,Kostüm Vitrini Kapağı - Elastik Kemer,Base espositore costume - Pancera elastica,Base da vitrine de traje - Cinturão Elástico
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COSTUMEDISPLAYSTANDMISSAPPEAR,Text,,Costume Display Stand - Miss Appear,Socle de présentoir à costume - Mademoiselle Invisible,"Kostümschaukasten, Sockel – Miss Mal-so-mal-so",Soporte del expositor de trajes: Desiaparición,衣装ディスプレイ（ミス・アピール） - スタンド ,코스튬 진열장 스탠드 - 투명 레이디,服装展示座——无影小姐,Стенд с костюмами: Мисс Явление,服裝展示架 - 隱形美眉 ,Kostüm Vitrini Standı - Görünür Kadın,Base espositore costume - La donna invisibile,Base da vitrine de traje - Senhorita Sumiço
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COSTUMEDISPLAYSTANDTHEQUICKSILVER,Text,,Costume Display Stand - The Quickster,Socle de présentoir à costume - Fend-la-bise,"Kostümschaukasten, Sockel – Turnschuhmann",Soporte del expositor de trajes: Carrerín,衣装ディスプレイ（ザ・クイックスター） - スタンド ,코스튬 진열장 스탠드 - 빨라 보이,服装展示座——快快俠 ,Стенд с костюмами: Бегунец,服裝展示架 - 快快俠 ,Kostüm Vitrini Kapağı - Koşucu,Base espositore costume - Tornadoman,Base da vitrine de traje - Ligeirinho
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COSTUMEDISPLAYSTANDTHEQUICKSTER,Text,,Costume Display Stand - The Quickster,Socle de présentoir à costume - Fend-la-bise,"Kostümschaukasten, Sockel – Turnschuhmann",Soporte del expositor de trajes: Carrerín,衣装ディスプレイ（ザ・クイックスター） - スタンド ,코스튬 진열장 스탠드 - 빨라 보이,服装展示座——快快俠 ,Стенд с костюмами: Бегунец,服裝展示架 - 快快俠 ,Kostüm Vitrini Kapağı - Koşucu,Base espositore costume - Tornadoman,Base da vitrine de traje - Ligeirinho
SUBTASK_SPONGEBOB_MERMALAIR_WASH_ELECTRICALDEVICEBODY,Text,,Electrical Device Body,Corps d'appareil électrique,Elektrisches Gerät – Körper,Cuerpo del dispositivo eléctrico,電気機器 - 本体,전자 장치 본체,电气设备本体,Корпус электроустройства,電子設備主體,Elektrik Cihazı Gövdesi,Corpo dispositivo elettrico,Carcaça do dispositivo elétrico
SUBTASK_SPONGEBOB_MERMALAIR_WASH_ELECTRICALDEVICEBULB,Text,,Electrical Device Bulb,Ampoule d'appareil électrique,Elektrisches Gerät – Glühbirne,Bombilla del dispositivo eléctrico,電気機器 - 電球,전자 장치 전구,电气设备灯泡,Лампочка электроустройства,電子設備燈泡,Elektrik Cihazı Ampulü,Lampadina dispositivo elettrico,Lâmpada do dispositivo elétrico
SUBTASK_SPONGEBOB_MERMALAIR_WASH_ELECTRICALDEVICEBUSHING,Text,,Electrical Device Bushing,Douille d'appareil électrique,Elektrisches Gerät – Führungsbuchse,Casquillo del dispositivo eléctrico,電気機器 - がい管,전자 장치 부싱,电气设备套管,Электрод электроустройства,電子設備套管,Elektrik Cihazı Burcu,Boccola dispositivo elettrico,Arbusto do dispositivo elétrico
SUBTASK_SPONGEBOB_MERMALAIR_WASH_ELECTRICALDEVICEBUSHING_GROUP,Text,,Electrical Device Bushings,Douilles d'appareil électrique,Elektrisches Gerät – Führungsbuchsen,Casquillos del dispositivo eléctrico,電気機器 - がい管,전자 장치 부싱,电气设备套管,Электроды электроустройства,電子設備套管,Elektrik Cihazı Burçları,Boccole dispositivo elettrico,Arbustos do dispositivo elétrico
SUBTASK_SPONGEBOB_MERMALAIR_WASH_ELECTRICALDEVICETOROID,Text,,Electrical Device Toroid,Tore d'appareil électrique,Elektrisches Gerät – Ringspule,Toroide del dispositivo eléctrico,電気機器 - トロイダルコイル,전자 장치 토로이드,电气设备环形线,Тороидальная катушка,電子設備環形線圈,Elektrik Cihazı Toroidi,Toroide dispositivo elettrico,Toroide do dispositivo elétrico
SUBTASK_SPONGEBOB_MERMALAIR_WASH_ELECTRICALDEVICETOROID_GROUP,Text,,Electrical Device Toroids,Tores d'appareil électrique,Elektrisches Gerät – Ringspulen,Toroides del dispositivo eléctrico,電気機器 - トロイダルコイル,전자 장치 토로이드,电气设备环形线,Тороидальные катушки,電子設備環形線圈,Elektrik Cihazı Toroidleri,Toroidi dispositivo elettrico,Toroides do dispositivo elétrico
SUBTASK_SPONGEBOB_MERMALAIR_WASH_ELECTRICALDEVICETOROIDMOUNT,Text,,Electrical Device Toroid Mount,Montant de tore d'appareil électrique,Elektrisches Gerät – Ringspulenhalterung,Soporte del toroide del dispositivo eléctrico,電気機器 - トロイダルコイル・マウント,전자 장치 토로이드 마운트,电气设备环形线支撑架,Крепление тороидальных катушек,電子設備環形線圈架,Elektrik Cihazı Toroidi Yuvası,Base toroide dispositivo elettrico,Suporte do toroide do dispositivo elétrico
SUBTASK_SPONGEBOB_MERMALAIR_WASH_ENTRANCEDOOR,Text,,Entrance Door,Porte d'entrée,Eingangstür,Puerta de entrada,入り口の扉,출입문,入口门,Входная дверь,入口門,Giriş Kapısı,Porta d'ingresso,Porta de entrada
SUBTASK_SPONGEBOB_MERMALAIR_WASH_ENTRANCEDOORBUTTON,Text,,Entrance Door Button,Bouton de la porte d'entrée,Eingangstür-Knopf,Botón de la puerta de entrada,入り口の扉 - ボタン,출입문 버튼,入口门按钮,Кнопка входной двери,入口門按鈕,Giriş Kapısı Düğmesi,Pulsante porta d'ingresso,Botão da porta de entrada
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-AQUAGLOVE,Text,,W.O.S.S.G. Aqua Glove,M.S.G.S.H. - Aquagant,WdSHG – Aqua-Handschuh,MSS: acuaguante,ヒーローガジェットの壁 - アクアグローブ,슈퍼히어로 장비 - 아쿠아 글러브,超英工具墙——水族手套,ССГГ: Акваперчатка,W.O.S.S.G. 水族手套,S.K.S.A.D. Su Eldiveni,P.P.G.S.S - Guantone d'acqua,M.B.S.H - Luvágua
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-AQUARANG,Text,,W.O.S.S.G. Aqua-Rang,M.S.G.S.H. - Aquarang,WdSHG – Aqua-Rang,MSS: acuabumerán,ヒーローガジェットの壁 - アクアブーメラン,슈퍼히어로 장비 - 아쿠아 부메랑,超英工具墙——水族旋镖,ССГГ: Акваранг,W.O.S.S.G. 水族聲響,S.K.S.A.D. Sumerang,P.P.G.S.S - Boomeracqua,M.B.S.H - Águarangue
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-BALLSOFSTEEL,Text,,W.O.S.S.G. Balls of Steel,M.S.G.S.H. - Boules en acier,WdSHG – Stahlkugeln,MSS: bolas de acero,ヒーローガジェットの壁 - 鉄のタマ,슈퍼히어로 장비 - 강철 공,超英工具墙——钢球,ССГГ: Стальные шары,W.O.S.S.G. 鋼鐵球,S.K.S.A.D. Çelik Toplar,P.P.G.S.S - Sfere d'acciaio,M.B.S.H - Esferas Férreas
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-BBSAILORCAP,Text,,W.O.S.S.G. B.B. Sailor Cap,M.S.G.S.H. - Calot de marin de B.E.,WdSHG – BBs Matrosenmütze,MSS: gorra de marinero de CP,ヒーローガジェットの壁 - フジツボボーイのセーラー帽,슈퍼히어로 장비 - 조개소년 선원 모자,超英工具墙 ——游侠水手帽,ССГГ: Бескозырка Очкарика,W.O.S.S.G. B.B. 船長帽,S.K.S.A.D. Denizci Şapkası,P.P.G.S.S - Cappello da marinaio di S.V.,M.B.S.H - Chapéu de marinheiro do Mexilhãozinho
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-BUBBLEWANDOFDOOM,Text,,W.O.S.S.G. Bubble Wand of Doom,M.S.G.S.H. - Baguette à bulles du chaos,WdSHG – Seifenblasenmacher des Verderbens,MSS: varita de pompas funestas,ヒーローガジェットの壁 - 絶望のシャボン玉こん棒,슈퍼히어로 장비 - 파멸의 거품 지팡이,超英工具墙——末日泡泡杖,ССГГ: Пузырьковый жезл судьбы,W.O.S.S.G. 末日泡泡魔杖,S.K.S.A.D. Kıyametin Baloncuk Asası,P.P.G.S.S - Bolle di sapone del terrore,M.B.S.H - Varinha de Bolha da Ruína
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-BUBBLEWANDOFDOOMCONTAINER,Text,,W.O.S.S.G. Bubble Wand of Doom Container,M.S.G.S.H. - Tube de baguette à bulles du chaos,"WdSHG – Seifenblasenmacher des Verderbens, Behälter",MSS: bote de varita de pompas funestas,ヒーローガジェットの壁 - 絶望のシャボン玉こん棒・容器,슈퍼히어로 장비 - 파멸의 거품 지팡이 보관함,超英工具墙——末日泡泡杖容器,ССГГ: Контейнер пузырькового жезла судьбы,W.O.S.S.G. 末日泡泡魔杖收藏盒,S.K.S.A.D. Kıyametin Baloncuk Asası Kutusu,P.P.G.S.S - Contenitore bolle di sapone del terrore,M.B.S.H - Contêiner da Varinha de Bolha da Ruína
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-COSMICRAY,Text,,W.O.S.S.G. Cosmic Ray,M.S.G.S.H. - Rayon cosmique,WdSHG – Kosmischer Strahl,MSS: rayo cósmico,ヒーローガジェットの壁 - コズミックレイガン,슈퍼히어로 장비 - 코스믹 레이,超英工具墙——宇宙射线枪,ССГГ: Космобластер,W.O.S.S.G. 宇宙射線,S.K.S.A.D. Kozmik Işın,P.P.G.S.S - Raggio cosmico,M.B.S.H - Raio Cósmico
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-CRUSTACEOUSHAMMER,Text,,W.O.S.S.G. Crustaceous Hammer,M.S.G.S.H. - Marteau crustacé,WdSHG – Krustenhammer,MSS: martillo crustáceo,ヒーローガジェットの壁 - 甲殻ハンマー,슈퍼히어로 장비 - 갑각류 망치,超英工具墙——硬壳锤,ССГГ: Ракообразный молот,W.O.S.S.G. 甲殼錘,S.K.S.A.D. Kabuklu Çekiç,P.P.G.S.S - Martello per crostacei,M.B.S.H - Martelo Crustáceo
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-DISGUISE,Text,,W.O.S.S.G. Disguise,M.S.G.S.H. - Déguisement,WdSHG – Verkleidung,MSS: disfraz,ヒーローガジェットの壁 - 変装グッズ,슈퍼히어로 장비 - 변장용품,超英工具墙——伪装道具,ССГГ: Маскировка,W.O.S.S.G. 偽裝,S.K.S.A.D. Kılık Değiştirme Kiti,P.P.G.S.S - Maschera,M.B.S.H - Disfarce
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-LOSTEPISODETAPE,Text,,W.O.S.S.G. Lost Episode Tape,M.S.G.S.H. - Cassette vidéo de l'épisode perdu,WdSHG – Band mit der verlorenen Folge,MSS: cinta del episodio perdido,ヒーローガジェットの壁 - 失われた回のビデオテープ,슈퍼히어로 장비 - 잃어버린 에피소드 테이프,超英工具墙——<<不见那一集>>录影带,ССГГ: Утерянная кассета,W.O.S.S.G. <<不見那一集>>錄影帶,S.K.S.A.D. Kayıp Bölüm Kaseti,P.P.G.S.S - Cassetta dell'episodio perduto,M.B.S.H - Fita do episódio perdido
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-LUNCHBOX,Text,,W.O.S.S.G. Lunch Box,M.S.G.S.H. - Boîte à déjeuner,WdSHG – Brotdose,MSS: caja de merendola,ヒーローガジェットの壁 - ランチボックス,슈퍼히어로 장비 - 도시락통,超英工具墙——午餐盒,ССГГ: Коробка для ланча,W.O.S.S.G. 午餐盒,S.K.S.A.D. Yemek Kabı,P.P.G.S.S - Portapranzo,M.B.S.H - Lancheira
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-MERMARANG,Text,,W.O.S.S.G. Mermarang,M.S.G.S.H. - Boomerang de l'H.S.,WdSHG – Meerjungerang,MSS: tritomerán,ヒーローガジェットの壁 - マーメードブーメラン,슈퍼히어로 장비 - 인어맨 부메랑,超英工具墙——海超人旋镖,ССГГ: Мермеранг,W.O.S.S.G. 迴力鏢,S.K.S.A.D. Deniz Kızırang,P.P.G.S.S - Waterm-ang,M.B.S.H - Sereiangue
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-MMPINKSLIPPER,Text,,W.O.S.S.G. M.M. Pink Slipper,M.S.G.S.H. - Chausson rose de l'H.S.,WdSHG – MMs Rosa Pantoffel,MSS: zapatilla rosa de TM,ヒーローガジェットの壁 - マーメイドマンのピンクスリッパ,슈퍼히어로 장비 - 인어맨 핑크 슬리퍼,超英工具墙——海超粉拖鞋,ССГГ: Розовый тапочек Морского Супермена,W.O.S.S.G. M.M. 粉紅拖鞋,S.K.S.A.D. D.A. Pembe Terlik,P.P.G.S.S - Pantofola rosa di W.M.,M.B.S.H - Pantufa rosa do H.S
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-MMPINKSLIPPER_GROUP,Text,,W.O.S.S.G. M.M. Pink Slippers,M.S.G.S.H. - Chaussons roses de l'H.S.,WdSHG – MMs Rosa Pantoffeln,MSS: zapatillas rosas de TM,ヒーローガジェットの壁 - マーメイドマンのピンクスリッパ,슈퍼히어로 장비 - 인어맨 핑크 슬리퍼,超英工具墙——海超粉拖鞋,ССГГ: Розовые тапочки Морского Супермена,W.O.S.S.G. M.M. 粉紅拖鞋,S.K.S.A.D. D.A. Pembe Terlikler,P.P.G.S.S - Pantofole rosa di W.M.,M.B.S.H - Pantufas rosas do H.S
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-MMSHELLBRA,Text,,W.O.S.S.G. M.M. Shell-Bra,M.S.G.S.H. - Soutien-gorge coquillage de l'H.S.,WdSHG – MMs Muschel-BH,MSS: sujetador de conchas de TM,ヒーローガジェットの壁 - マーメイドマンの貝殻ブラ,슈퍼히어로 장비 - 인어맨 조가비 브라,超英工具墙——海超壳文胸,ССГГ: Бюстгальтер-ракушка Морского Супермена,W.O.S.S.G. 貝殼內衣,S.K.S.A.D. D.A. Kabuk Sutyen,P.P.G.S.S - Reggi conchiglie di W.M.,M.B.S.H - Sutiã de concha do H.S
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-MMSTARMASK,Text,,W.O.S.S.G. M.M. Star Mask,M.S.G.S.H. - Masque étoile de l'H.S.,WdSHG – MMs Star-Maske,MSS: máscara de estrella de TM,ヒーローガジェットの壁 - マーメイドマンの星マスク,슈퍼히어로 장비 - 인어맨 별 마스크,超英工具墙——海超星星面具,ССГГ: Звездная маска Морского Супермена,W.O.S.S.G. 星形面具,S.K.S.A.D. D.A. Yıldız Maskesi,P.P.G.S.S - Maschera a stella di W.M.,M.B.S.H - Máscara de estrela do H.S
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-MMUTILITYBELT,Text,,W.O.S.S.G. M.M. Utility Belt,M.S.G.S.H. - Ceinture de l'H.S.,WdSHG – MMs Ausrüstungsgürtel,MSS: cinturón multiusos de TM,ヒーローガジェットの壁 - マーメイドマンの万能ベルト,슈퍼히어로 장비 - 인어맨 다용도 벨트,超英工具墙——海超万能腰带,ССГГ: Универсальный пояс Морского Супермена,W.O.S.S.G. 萬能腰帶,S.K.S.A.D. D.A. Alet Kemeri,P.P.G.S.S - Cintura multiuso di W.M.,M.B.S.H - Cinto versátil do H.S
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-OXYGENTANK,Text,,W.O.S.S.G. Oxygen Tank,M.S.G.S.H. - Bouteille d'oxygène,WdSHG – Sauerstofftank,MSS: bombona de oxígeno,ヒーローガジェットの壁 - 酸素ボンベ,슈퍼히어로 장비 - 산소 탱크,超英工具墙——氧气罐,ССГГ: Кислородный баллон,W.O.S.S.G. 氧氣槽,S.K.S.A.D. Oksijen Tüpü,P.P.G.S.S - Bombola di ossigeno,M.B.S.H - Tanque de oxigênio
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-PADDLEBALLOFFURY,Text,,W.O.S.S.G. Paddle-Ball of Fury,M.S.G.S.H. - Raquette de la fureur,WdSHG – Paddleball der Wut,MSS: pala-bola mortal,ヒーローガジェットの壁 - 怒りのパドルボール,슈퍼히어로 장비 - 분노의 패들볼,超英工具墙——愤怒桨球,ССГГ: Ракетка ярости,W.O.S.S.G. 憤怒槳球,S.K.S.A.D. Öfkenin Toplu Raketi,P.P.G.S.S - Racchettone del male,M.B.S.H - Raquete da Fúria
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-RADARBOOT,Text,,W.O.S.S.G. Radar Boot,M.S.G.S.H. - Botte radar,WdSHG – Radarstiefel,MSS: bota radar,ヒーローガジェットの壁 - レーダーブーツ,슈퍼히어로 장비 - 레이더 부트,超英工具墙——雷达靴,ССГГ: Ботинок-радар,W.O.S.S.G. 雷達靴,S.K.S.A.D. Radar Bot,P.P.G.S.S - Stivale radar,M.B.S.H - Bota-radar
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-RADARCAPSULE,Text,,W.O.S.S.G. Radar Capsule,M.S.G.S.H. - Capsule radar,WdSHG – Radarkapsel,MSS: cápsula radar,ヒーローガジェットの壁 - レーダーカプセル,슈퍼히어로 장비 - 레이더 캡슐,超英工具墙——雷达舱,ССГГ: Капсула-радар,W.O.S.S.G. 雷達膠囊,S.K.S.A.D. Radar Kapsül,P.P.G.S.S - Capsula radar,M.B.S.H - Cápsula-radar
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-SHELLCOMM,Text,,W.O.S.S.G. Shell-Comm,M.S.G.S.H. - Talkie-walkie coquillage,WdSHG – Muschel-Funkgerät,MSS: conchacomunicador,ヒーローガジェットの壁 - 貝殻トランシーバー,슈퍼히어로 장비 - 조개 통신기,超英工具墙——贝壳通讯器,ССГГ: Ракушечная рация,W.O.S.S.G. 貝殼通訊器,S.K.S.A.D. Kabuk Telsiz,P.P.G.S.S - Granchi talkie,M.B.S.H - Comuniconcha
SUBTASK_SPONGEBOB_MERMALAIR_WASH_GADGETWALL-SHELLCOMM_GROUP,Text,,W.O.S.S.G. Shell-Comms,M.S.G.S.H. - Talkies-walkies coquillages,WdSHG – Muschel-Funkgeräte,MSS: conchacomunicadores,ヒーローガジェットの壁 - 貝殻トランシーバー,슈퍼히어로 장비 - 조개 통신기,超英工具墙——贝壳通讯器,ССГГ: Ракушечные рации,W.O.S.S.G. 貝殼通訊器,S.K.S.A.D. Kabuk Telsizler,P.P.G.S.S - Granchi talkie,M.B.S.H - Comuniconchas
